;gens;d.max;n.max;range;n.tot;occurrences.class_name;occurrences.order_name;Ma.old;Bin.old;genus_name
2855;Bivalvia Vulsella;13936;9;9;23;Bivalvia;Pterioida;99.6;40;Vulsella
2856;Bivalvia Vultogryphaea;49;2;2;3;Bivalvia;Pterioida;93.5;41;Vultogryphaea
2857;Bivalvia Waagenoperna;0;1;3;3;Bivalvia;Pterioida;237;27;Waagenoperna
2858;Bivalvia Waijiaoella;0;4;1;4;Bivalvia;Mytiloida;245;27;Waijiaoella
2859;Bivalvia Wallowaconcha;44;2;1;2;Bivalvia;Hippuritoida;216.5;29;Wallowaconcha
2860;Bivalvia Wallucina;849;5;1;5;Bivalvia;Veneroida;0.126;49;Wallucina
2861;Bivalvia Weixiella;80;4;1;4;Bivalvia;Pholadomyoida;216.5;29;Weixiella
2862;Bivalvia Weyla;11509;246;3;396;Bivalvia;Pterioida;199.6;30;Weyla
2863;Bivalvia Whiteavesia;10118;13;2;20;Bivalvia;Modiomorphoida;460.5;8;Whiteavesia
2864;Bivalvia Wilkingia;13121;5;8;28;Bivalvia;Pholadomyoida;345;18;Wilkingia
2865;Bivalvia Wuxuanites;0;7;1;7;Bivalvia;Pterioida;409.1;13;Wuxuanites
2866;Bivalvia Xenocardita;10324;4;1;4;Bivalvia;Carditoida;125;38;Xenocardita
2867;Bivalvia Xestoconcha;216;10;1;10;Bivalvia;Mytiloida;476.8;6;Xestoconcha
2868;Bivalvia Xylophaga;0;1;3;2;Bivalvia;Myoida;40.4;46;Xylophaga
2869;Bivalvia Xylophagella;14440;4;5;5;Bivalvia;Myoida;112;39;Xylophagella
2870;Bivalvia Yaadia;10714;7;6;13;Bivalvia;Trigonioida;125;38;Yaadia
2871;Bivalvia Yoldia;18873;111;32;391;Bivalvia;Nuculanoida;345;18;Yoldia
2872;Bivalvia Yoldiella;19173;11;7;28;Bivalvia;Nuculanoida;70.6;43;Yoldiella
2873;Bivalvia Yonginella;151;2;1;2;Bivalvia;Arcoida;422.9;11;Yonginella
2874;Bivalvia Yvaniella;0;1;2;2;Bivalvia;Hippuritoida;83.5;42;Yvaniella
2875;Bivalvia Zealeda;0;2;1;2;Bivalvia;Nuculanoida;12.7;48;Zealeda
2876;Bivalvia Zenatia;5361;7;9;16;Bivalvia;Veneroida;86.5;41;Zenatia
2877;Bivalvia Zenatiopsis;1119;5;2;8;Bivalvia;Veneroida;23.03;48;Zenatiopsis
2878;Bivalvia Zirfaea;7105;12;2;13;Bivalvia;Myoida;15.97;48;Zirfaea
2879;Bivalvia Zorrita;1023;2;1;2;Bivalvia;Veneroida;70.6;43;Zorrita
2880;Bivalvia Zygochlamys;889;18;3;29;Bivalvia;Pectinoida;33.9;47;Zygochlamys
2881;Blastoidea Codaster;0;1;6;3;Blastoidea;Fissiculata;391.9;14;Codaster
2882;Blastoidea Decaschisma;509;8;3;10;Blastoidea;Fissiculata;436;10;Decaschisma
2883;Blastoidea Dentiblastus;48;2;1;2;Blastoidea;Spiraculata;349.5;18;Dentiblastus
2884;Blastoidea Devonoblastus;12211;2;1;2;Blastoidea;Spiraculata;388.1;14;Devonoblastus
2885;Blastoidea Diploblastus;902;27;2;28;Blastoidea;Spiraculata;345;18;Diploblastus
2886;Blastoidea Granatocrinus;91;3;1;3;Blastoidea;Spiraculata;349.5;18;Granatocrinus
2887;Blastoidea Hadroblastus;0;1;2;2;Blastoidea;Fissiculata;360.7;17;Hadroblastus
2888;Blastoidea Hyperoblastus;433;6;2;7;Blastoidea;Spiraculata;388.1;14;Hyperoblastus
2889;Blastoidea Katoblastus;0;2;1;2;Blastoidea;Fissiculata;360.7;17;Katoblastus
2890;Blastoidea Metablastus;363;4;2;5;Blastoidea;Spiraculata;360.7;17;Metablastus
2891;Blastoidea Nucleocrinus;839;5;1;5;Blastoidea;Spiraculata;391.9;14;Nucleocrinus
2892;Blastoidea Orbitremites;3730;3;1;3;Blastoidea;Spiraculata;349.5;18;Orbitremites
2893;Blastoidea Orophocrinus;739;2;3;4;Blastoidea;Fissiculata;376.1;16;Orophocrinus
2894;Blastoidea Pachyblastus;58;2;1;2;Blastoidea;Fissiculata;391.9;14;Pachyblastus
2895;Blastoidea Pentremites;4263;47;3;64;Blastoidea;Spiraculata;360.7;17;Pentremites
2896;Blastoidea Phaenoschisma;0;1;2;2;Blastoidea;Fissiculata;360.7;17;Phaenoschisma
2897;Blastoidea Placoblastus;130;2;1;2;Blastoidea;Spiraculata;388.1;14;Placoblastus
2898;Blastoidea Polydeltoideus;1037;2;1;2;Blastoidea;Fissiculata;422.9;11;Polydeltoideus
2899;Blastoidea Sinopetaloblastus;0;2;1;2;Blastoidea;Spiraculata;376.1;16;Sinopetaloblastus
2900;Blastoidea Thaumatoblastus;1254;3;1;3;Blastoidea;Fissiculata;284;23;Thaumatoblastus
2901;Blastoidea Troosticrinus;239;2;1;2;Blastoidea;Spiraculata;428.2;11;Troosticrinus
2902;Branchiopoda Cyzicus;144;5;6;6;Branchiopoda;Diplostraca;228;28;Cyzicus
2903;Bryopsidophyceae Boueina;2548;13;12;21;Bryopsidophyceae;Caulerpales;228;28;Boueina
2904;Bryopsidophyceae Brandneria;0;1;3;2;Bryopsidophyceae;Caulerpales;245;27;Brandneria
2905;Bryopsidophyceae Collarecodium;0;1;2;2;Bryopsidophyceae;Caulerpales;237;27;Collarecodium
2906;Bryopsidophyceae Egericodium;4013;2;3;4;Bryopsidophyceae;Caulerpales;237;27;Egericodium
2907;Bryopsidophyceae Eugonophyllum;15959;5;5;12;Bryopsidophyceae;Caulerpales;318.1;20;Eugonophyllum
2908;Bryopsidophyceae Garwoodia;13010;2;30;14;Bryopsidophyceae;Bryopsidales;460.5;8;Garwoodia
2909;Bryopsidophyceae Halimeda;16844;43;21;54;Bryopsidophyceae;Caulerpales;203.6;29;Halimeda
2910;Bryopsidophyceae Ivanovia;8394;4;5;7;Bryopsidophyceae;Bryopsidales;312;20;NA
2911;Bryopsidophyceae Litanaia;3624;2;5;7;Bryopsidophyceae;Bryopsidales;418.1;12;Litanaia
2912;Bryopsidophyceae Palaeoporella;258;2;7;4;Bryopsidophyceae;Caulerpales;460.5;8;Palaeoporella
2913;Bryopsidophyceae Pseudoudotea;916;2;1;2;Bryopsidophyceae;Bryopsidales;216.5;29;Pseudoudotea
2914;Bryopsidophyceae Saccamminopsis;366;2;2;3;Bryopsidophyceae;Caulerpales;339.4;18;Saccamminopsis
2915;Bryopsidophyceae Trelonella;54;2;1;2;Bryopsidophyceae;Caulerpales;383.7;15;Trelonella
2916;Calcarea Astrospongia;2321;2;2;3;Calcarea;Stellispongiida;167.7;33;Astrospongia
2917;Calcarea Barroisia;1470;8;2;11;Calcarea;Sphaerocoeliida;136.4;37;Barroisia
2918;Calcarea Calicia;814;5;1;5;Calcarea;Pharetronida;237;27;Calicia
2919;Calcarea Elasmoierea;0;1;2;2;Calcarea;Stellispongiida;140.2;36;Elasmoierea
2920;Calcarea Elasmostoma;337;3;22;16;Calcarea;Stellispongiida;272.5;24;Elasmostoma
2921;Calcarea Enaulofungia;5778;4;3;7;Calcarea;Stellispongiida;167.7;33;Enaulofungia
2922;Calcarea Endostoma;9240;8;19;32;Calcarea;Stellispongiida;268;24;Endostoma
2923;Calcarea Eudea;7168;6;8;12;Calcarea;Stellispongiida;228;28;Eudea
2924;Calcarea Iranothalamia;4932;9;1;9;Calcarea;Porata;216.5;29;Iranothalamia
2925;Calcarea Lamellispongia;3698;5;1;5;Calcarea;NA;216.5;29;Lamellispongia
2926;Calcarea Mammillopora;1795;2;1;2;Calcarea;Stellispongiida;155.7;34;Mammillopora
2927;Calcarea Oculospongia;37;2;5;6;Calcarea;Stellispongiida;155.7;34;Oculospongia
2928;Calcarea Pareudea;3178;3;7;6;Calcarea;Stellispongiida;216.5;29;Pareudea
2929;Calcarea Peronidella;14891;33;22;101;Calcarea;Stellispongiida;279.5;23;Peronidella
2930;Calcarea Polysiphonella;0;3;1;3;Calcarea;NA;272.5;24;Polysiphonella
2931;Calcarea Porosphaera;759;6;5;13;Calcarea;Pharetronida;99.6;40;Porosphaera
2932;Calcarea Radicispongia;2324;3;1;3;Calcarea;Pharetronida;161.2;34;Radicispongia
2933;Calcarea Raphidonema;130;2;1;2;Calcarea;Pharetronida;125;38;Raphidonema
2934;Calcarea Stellispongia;14498;11;13;26;Calcarea;Stellispongiida;272.5;24;Stellispongia
2935;Calcarea Thalamopora;95;3;1;3;Calcarea;Sphaerocoeliida;161.2;34;Thalamopora
2936;Calcarea Trachyphlyctia;0;1;2;2;Calcarea;Pharetronida;167.7;33;Trachyphlyctia
2937;Calcarea Tremospongia;101;2;1;2;Calcarea;Pharetronida;140.2;36;Tremospongia
2938;Cambroclavida Nikolarites;28;2;1;2;Cambroclavida;NA;516;2;Nikolarites
2939;Cambroclavida Parazhijinites;0;2;1;2;Cambroclavida;NA;520;2;Parazhijinites
2940;Cambroclavida Zhijinites;123;6;2;9;Cambroclavida;NA;542;1;Zhijinites
2941;Cephalaspidomorphi Birkenia;115;2;1;2;Cephalaspidomorphi;Birkeniiformes;428.2;11;Birkenia
2942;Cephalaspidomorphi Hemicyclaspis;861;3;1;3;Cephalaspidomorphi;Atelaspidiformes;426.2;11;Hemicyclaspis
2943;Cephalaspidomorphi Lasanius;115;2;1;2;Cephalaspidomorphi;Birkeniiformes;428.2;11;Lasanius
2944;Cephalopoda Abichites;2655;3;1;3;Cephalopoda;Ceratitida;255;25;Abichites
2945;Cephalopoda Abrytasites;3291;20;1;20;Cephalopoda;Ammonoidea;136.4;37;Abrytasites
2946;Cephalopoda Acanthoceras;19153;75;3;83;Cephalopoda;Ammonoidea;112;39;Acanthoceras
2947;Cephalopoda Acanthoclymenia;12093;8;1;8;Cephalopoda;Agoniatitida;383.7;15;Acanthoclymenia
2948;Cephalopoda Acanthodiscus;15031;8;2;11;Cephalopoda;Ammonoidea;145.5;36;Acanthodiscus
2949;Cephalopoda Acanthohoplites;12549;23;1;23;Cephalopoda;Ammonoidea;125;38;Acanthohoplites
2950;Cephalopoda Acanthopleuroceras;6707;35;1;35;Cephalopoda;Ammonoidea;190.7;31;Acanthopleuroceras
2951;Cephalopoda Acanthoscaphites;7093;9;2;11;Cephalopoda;Ammonoidea;83.5;42;Acanthoscaphites
2952;Cephalopoda Achguigites;64;7;1;7;Cephalopoda;Agoniatitida;409.1;13;Achguigites
2953;Cephalopoda Acompsoceras;5776;4;1;4;Cephalopoda;Ammonoidea;99.6;40;Acompsoceras
2954;Cephalopoda Aconeceras;15298;9;3;17;Cephalopoda;Ammonoidea;130;37;Aconeceras
2955;Cephalopoda Acrioceras;16866;39;1;39;Cephalopoda;Ammonoidea;136.4;37;Acrioceras
2956;Cephalopoda Acrochordiceras;16491;17;1;17;Cephalopoda;Ceratitida;245;27;Acrochordiceras
2957;Cephalopoda Acrocoelites;5847;20;4;22;Cephalopoda;Belemnitida;183.7;32;Acrocoelites
2958;Cephalopoda Acroteuthis;7869;31;2;40;Cephalopoda;Belemnitida;145.5;36;Acroteuthis
2959;Cephalopoda Actinocamax;2543;9;3;18;Cephalopoda;Belemnitida;99.6;40;Actinocamax
2960;Cephalopoda Actinoceras;4923;26;13;47;Cephalopoda;Actinocerida;479;6;Actinoceras
2961;Cephalopoda Acuticostites;0;2;1;2;Cephalopoda;Ammonoidea;150.8;35;Acuticostites
2962;Cephalopoda Acutimitoceras;2509;13;2;20;Cephalopoda;Goniatitida;376.1;16;Acutimitoceras
2963;Cephalopoda Adnethiceras;639;3;1;3;Cephalopoda;Ammonoidea;199.6;30;Adnethiceras
2964;Cephalopoda Adrianites;18588;6;1;6;Cephalopoda;Goniatitida;284;23;Adrianites
2965;Cephalopoda Aegasteroceras;55;3;1;3;Cephalopoda;Ammonoidea;196.5;30;Aegasteroceras
2966;Cephalopoda Aegoceras;542;2;1;2;Cephalopoda;Ammonoidea;190.7;31;Aegoceras
2967;Cephalopoda Aenigmatoceras;2227;16;1;16;Cephalopoda;Goniatitida;318.1;20;Aenigmatoceras
2968;Cephalopoda Agassiceras;9311;4;1;4;Cephalopoda;Ammonoidea;196.5;30;Agassiceras
2969;Cephalopoda Agathiceras;18588;9;4;25;Cephalopoda;Goniatitida;302;21;Agathiceras
2970;Cephalopoda Agoniatites;8955;44;1;44;Cephalopoda;Agoniatitida;391.9;14;Agoniatites
2971;Cephalopoda Alanites;2071;2;1;2;Cephalopoda;Ceratitida;245;27;Alanites
2972;Cephalopoda Albanites;4299;7;1;7;Cephalopoda;Ceratitida;249.7;26;Albanites
2973;Cephalopoda Aleteceras;954;4;1;4;Cephalopoda;Ammonoidea;112;39;Aleteceras
2974;Cephalopoda Alligaticeras;7156;6;1;6;Cephalopoda;Ammonoidea;164.7;34;Alligaticeras
2975;Cephalopoda Allocrioceras;12687;10;2;18;Cephalopoda;Ammonoidea;99.6;40;Allocrioceras
2976;Cephalopoda Allumettoceras;273;6;2;7;Cephalopoda;Oncocerida;460.5;8;Allumettoceras
2977;Cephalopoda Almites;0;5;2;6;Cephalopoda;Goniatitida;302;21;Almites
2978;Cephalopoda Alocolytoceras;1455;5;1;5;Cephalopoda;Ammonoidea;183;32;Alocolytoceras
2979;Cephalopoda Alsatites;14969;14;1;14;Cephalopoda;Ammonoidea;199.6;30;Alsatites
2980;Cephalopoda Altudoceras;8779;2;1;2;Cephalopoda;Goniatitida;272.5;24;Altudoceras
2981;Cephalopoda Alurites;2016;13;1;13;Cephalopoda;Goniatitida;318.1;20;Alurites
2982;Cephalopoda Ambites;11368;5;1;5;Cephalopoda;Ceratitida;251;26;Ambites
2983;Cephalopoda Ammonellipsites;3730;2;2;3;Cephalopoda;Goniatitida;360.7;17;Ammonellipsites
2984;Cephalopoda Ammonitoceras;9832;7;1;7;Cephalopoda;Ammonoidea;125;38;Ammonitoceras
2985;Cephalopoda Ammonoceratites;16013;2;2;3;Cephalopoda;Ammonoidea;125;38;Ammonoceratites
2986;Cephalopoda Ammonoidea;695;11;5;29;Cephalopoda;Ammonoidea;140.2;36;Ammonoidea
2987;Cephalopoda Amoeboceras;5348;35;1;35;Cephalopoda;Ammonoidea;161.2;34;Amoeboceras
2988;Cephalopoda Amphicyrtoceras;1916;9;1;9;Cephalopoda;Oncocerida;443.7;10;Amphicyrtoceras
2989;Cephalopoda Anadesmoceras;1187;11;1;11;Cephalopoda;Ammonoidea;112;39;Anadesmoceras
2990;Cephalopoda Anaflemingites;3;2;1;2;Cephalopoda;Ceratitida;249.7;26;Anaflemingites
2991;Cephalopoda Anagaudryceras;19277;30;5;73;Cephalopoda;Ammonoidea;112;39;Anagaudryceras
2992;Cephalopoda Anagymnites;13548;2;1;2;Cephalopoda;Ceratitida;245;27;Anagymnites
2993;Cephalopoda Anahamulina;12759;81;2;82;Cephalopoda;Ammonoidea;140.2;36;Anahamulina
2994;Cephalopoda Anahoplites;1252;5;1;5;Cephalopoda;Ammonoidea;112;39;Anahoplites
2995;Cephalopoda Anakashmirites;7668;15;1;15;Cephalopoda;Ceratitida;251;26;Anakashmirites
2996;Cephalopoda Anaklinoceras;2408;3;2;6;Cephalopoda;Ammonoidea;83.5;42;Anaklinoceras
2997;Cephalopoda Analytoceras;148;2;1;2;Cephalopoda;Ammonoidea;199.6;30;Analytoceras
2998;Cephalopoda Anapachydiscus;14996;20;3;32;Cephalopoda;Ammonoidea;85.8;41;Anapachydiscus
2999;Cephalopoda Anarcestes;15490;18;2;27;Cephalopoda;Agoniatitida;409.1;13;Anarcestes
3000;Cephalopoda Anasibirites;16371;16;1;16;Cephalopoda;Ceratitida;251;26;Anasibirites
3001;Cephalopoda Anaspyroceras;12981;9;5;18;Cephalopoda;Orthocerida;460.5;8;Anaspyroceras
3002;Cephalopoda Anatibetites;0;1;2;2;Cephalopoda;Ceratitida;228;28;Anatibetites
3003;Cephalopoda Anatomites;1197;2;1;2;Cephalopoda;Ceratitida;228;28;Anatomites
3004;Cephalopoda Anatropites;16032;6;1;6;Cephalopoda;Ceratitida;228;28;Anatropites
3005;Cephalopoda Anaxenaspis;11202;8;1;8;Cephalopoda;Ceratitida;251;26;Anaxenaspis
3006;Cephalopoda Ancistroceras;15821;8;2;10;Cephalopoda;Tarphycerida;466;7;Ancistroceras
3007;Cephalopoda Ancyloceras;11067;16;6;28;Cephalopoda;Ammonoidea;140.2;36;Ancyloceras
3008;Cephalopoda Androgynoceras;1711;2;1;2;Cephalopoda;Ammonoidea;190.7;31;Androgynoceras
3009;Cephalopoda Anetoceras;13973;11;1;11;Cephalopoda;Agoniatitida;409.1;13;Anetoceras
3010;Cephalopoda Angelinoceras;777;3;1;3;Cephalopoda;Tarphycerida;466;7;Angelinoceras
3011;Cephalopoda Anglonautilus;106;3;2;4;Cephalopoda;Nautilida;136.4;37;Anglonautilus
3012;Cephalopoda Angulaticeras;16161;13;1;13;Cephalopoda;Ammonoidea;199.6;30;Angulaticeras
3013;Cephalopoda Anguloceras;15335;3;1;3;Cephalopoda;Ellesmerocerida;490;5;Anguloceras
3014;Cephalopoda Anisoceras;18393;31;3;49;Cephalopoda;Ammonoidea;112;39;Anisoceras
3015;Cephalopoda Annoceras;55;2;1;2;Cephalopoda;Ellesmerocerida;490;5;Annoceras
3016;Cephalopoda Anolcites;12517;6;1;6;Cephalopoda;Ceratitida;237;27;Anolcites
3017;Cephalopoda Anotoceras;2012;9;1;9;Cephalopoda;Ceratitida;251;26;Anotoceras
3018;Cephalopoda Anthracoceras;3892;35;4;40;Cephalopoda;Goniatitida;360.7;17;Anthracoceras
3019;Cephalopoda Anthracoceratites;2296;3;1;3;Cephalopoda;Goniatitida;318.1;20;Anthracoceratites
3020;Cephalopoda Antiplectoceras;5391;3;1;3;Cephalopoda;Barrandeocerida;449.5;9;Antiplectoceras
3021;Cephalopoda Aphelaeceras;0;1;3;2;Cephalopoda;Nautilida;360.7;17;Aphelaeceras
3022;Cephalopoda Aphetoceras;0;1;2;2;Cephalopoda;Tarphycerida;490;5;Aphetoceras
3023;Cephalopoda Aplococeras;7640;16;1;16;Cephalopoda;Ceratitida;245;27;Aplococeras
3024;Cephalopoda Apoderoceras;0;4;1;4;Cephalopoda;Ammonoidea;189.6;31;Apoderoceras
3025;Cephalopoda Appudiceras;986;2;1;2;Cephalopoda;Ammonoidea;112;39;Appudiceras
3026;Cephalopoda Apsidoceras;1375;2;1;2;Cephalopoda;Barrandeocerida;449.5;9;Apsidoceras
3027;Cephalopoda Araxoceras;9276;4;1;4;Cephalopoda;Ceratitida;260.5;25;Araxoceras
3028;Cephalopoda Arcestes;18981;18;3;43;Cephalopoda;Ceratitida;245;27;Arcestes
3029;Cephalopoda Arcticoceras;45;2;2;3;Cephalopoda;Ammonoidea;167.7;33;Arcticoceras
3030;Cephalopoda Arctocephalites;7899;41;1;41;Cephalopoda;Ammonoidea;167.7;33;Arctocephalites
3031;Cephalopoda Arctoceras;18523;34;1;34;Cephalopoda;Ceratitida;251;26;Arctoceras
3032;Cephalopoda Arctomeekoceras;2891;6;1;6;Cephalopoda;Ceratitida;249.7;26;Arctomeekoceras
3033;Cephalopoda Arctophyllites;2264;9;1;9;Cephalopoda;Phylloceratida;228;28;Arctophyllites
3034;Cephalopoda Arctoprionites;9067;3;1;3;Cephalopoda;Ceratitida;249.7;26;Arctoprionites
3035;Cephalopoda Arctosirenites;2781;2;1;2;Cephalopoda;Ceratitida;228;28;Arctosirenites
3036;Cephalopoda Argentiniceras;0;4;1;4;Cephalopoda;Ammonoidea;145.5;36;Argentiniceras
3037;Cephalopoda Argonauta;8397;2;1;2;Cephalopoda;Octopoda;13.65;48;Argonauta
3038;Cephalopoda Aricoceras;1870;2;1;2;Cephalopoda;Goniatitida;268;24;Aricoceras
3039;Cephalopoda Arieticeras;14624;49;2;50;Cephalopoda;Ammonoidea;189.6;31;Arieticeras
3040;Cephalopoda Arietites;5847;12;1;12;Cephalopoda;Ammonoidea;196.5;30;Arietites
3041;Cephalopoda Arietoceltites;0;2;1;2;Cephalopoda;Ceratitida;228;28;Arietoceltites
3042;Cephalopoda Arionoceras;1269;13;1;13;Cephalopoda;Orthocerida;428.2;11;Arionoceras
3043;Cephalopoda Aristoceras;8454;9;2;13;Cephalopoda;Goniatitida;305;21;Aristoceras
3044;Cephalopoda Aristoptychites;3947;2;1;2;Cephalopoda;Ceratitida;237;27;Aristoptychites
3045;Cephalopoda Arkanites;404;5;1;5;Cephalopoda;Goniatitida;318.1;20;Arkanites
3046;Cephalopoda Armenoceras;18833;26;6;49;Cephalopoda;Actinocerida;490;5;Armenoceras
3047;Cephalopoda Arnioceras;17150;34;2;35;Cephalopoda;Ammonoidea;203.6;29;Arnioceras
3048;Cephalopoda Arpadites;562;2;2;4;Cephalopoda;Ceratitida;237;27;Arpadites
3049;Cephalopoda Artinskia;290;4;4;6;Cephalopoda;Prolecanitida;302;21;Artinskia
3050;Cephalopoda Ascoceras;5143;6;1;6;Cephalopoda;Ascocerida;428.2;11;Ascoceras
3051;Cephalopoda Asklepioceras;6524;4;2;7;Cephalopoda;Ceratitida;237;27;Asklepioceras
3052;Cephalopoda Aspenites;17226;19;1;19;Cephalopoda;Ceratitida;251;26;Aspenites
3053;Cephalopoda Asphinctites;1528;2;1;2;Cephalopoda;Ammonoidea;167.7;33;Asphinctites
3054;Cephalopoda Aspidoceras;12266;37;3;53;Cephalopoda;Ammonoidea;164.7;34;Aspidoceras
3055;Cephalopoda Asteroceras;13392;15;2;16;Cephalopoda;Ammonoidea;203.6;29;Asteroceras
3056;Cephalopoda Astieridiscus;676;2;1;2;Cephalopoda;Ammonoidea;130;37;Astieridiscus
3057;Cephalopoda Asymptoceras;0;1;3;2;Cephalopoda;Nautilida;360.7;17;Asymptoceras
3058;Cephalopoda Ataxioceras;7294;11;1;11;Cephalopoda;Ammonoidea;161.2;34;Ataxioceras
3059;Cephalopoda Atractites;8688;6;8;16;Cephalopoda;Aulacocerida;265;24;Atractites
3060;Cephalopoda Aturia;19287;28;6;80;Cephalopoda;Nautilida;65.5;44;Aturia
3061;Cephalopoda Aturoidea;17295;6;2;11;Cephalopoda;Nautilida;65.5;44;Aturoidea
3062;Cephalopoda Audaxlytoceras;0;3;1;3;Cephalopoda;Ammonoidea;190.7;31;Audaxlytoceras
3063;Cephalopoda Augustoceras;500;7;1;7;Cephalopoda;Oncocerida;460.5;8;Augustoceras
3064;Cephalopoda Aulacosphinctes;3347;6;1;6;Cephalopoda;Ammonoidea;150.8;35;Aulacosphinctes
3065;Cephalopoda Aulacosphinctoides;11110;12;1;12;Cephalopoda;Ammonoidea;150.8;35;Aulacosphinctoides
3066;Cephalopoda Aulacostephanus;3890;15;1;15;Cephalopoda;Ammonoidea;155.7;34;Aulacostephanus
3067;Cephalopoda Aulatornoceras;10230;6;1;6;Cephalopoda;Goniatitida;383.7;15;Aulatornoceras
3068;Cephalopoda Ausseites;0;1;4;2;Cephalopoda;NA;228;28;Ausseites
3069;Cephalopoda Australiceras;16091;27;1;27;Cephalopoda;Ammonoidea;125;38;Australiceras
3070;Cephalopoda Austrotrachyceras;6691;2;1;2;Cephalopoda;Ceratitida;228;28;Austrotrachyceras
3071;Cephalopoda Aveyroniceras;2;3;1;3;Cephalopoda;Ammonoidea;190.7;31;Aveyroniceras
3072;Cephalopoda Avramidiscus;3263;3;1;3;Cephalopoda;NA;136.4;37;Avramidiscus
3073;Cephalopoda Axinolobus;456;3;1;3;Cephalopoda;Goniatitida;318.1;20;Axinolobus
3074;Cephalopoda Axonoceras;2042;5;3;7;Cephalopoda;Ammonoidea;93.5;41;Axonoceras
3075;Cephalopoda Bacchites;15938;4;1;4;Cephalopoda;Ceratitida;228;28;Bacchites
3076;Cephalopoda Bactrites;5581;3;13;16;Cephalopoda;Bactritida;418.1;12;Bactrites
3077;Cephalopoda Bactroceras;15091;5;4;13;Cephalopoda;Ellesmerocerida;490;5;Bactroceras
3078;Cephalopoda Baculites;19403;199;9;493;Cephalopoda;Ammonoidea;140.2;36;Baculites
3079;Cephalopoda Badiotites;12758;2;1;2;Cephalopoda;Ceratitida;228;28;Badiotites
3080;Cephalopoda Balatonites;15961;13;1;13;Cephalopoda;Ceratitida;245;27;Balatonites
3081;Cephalopoda Balearites;5504;7;1;7;Cephalopoda;Ammonoidea;136.4;37;Balearites
3082;Cephalopoda Balvia;2125;3;1;3;Cephalopoda;Goniatitida;376.1;16;Balvia
3083;Cephalopoda Bamyaniceras;14444;3;2;4;Cephalopoda;Prolecanitida;284;23;Bamyaniceras
3084;Cephalopoda Barrandeites;0;2;1;2;Cephalopoda;Ceratitida;228;28;Barrandeites
3085;Cephalopoda Barrandeoceras;0;1;5;2;Cephalopoda;Barrandeocerida;460.5;7;Barrandeoceras
3086;Cephalopoda Barremites;11322;156;1;156;Cephalopoda;Ammonoidea;136.4;37;Barremites
3087;Cephalopoda Barroisiceras;8788;11;1;11;Cephalopoda;Ammonoidea;99.6;40;Barroisiceras
3088;Cephalopoda Baschkirites;10460;21;1;21;Cephalopoda;Goniatitida;318.1;20;Baschkirites
3089;Cephalopoda Bashkortoceras;81;13;1;13;Cephalopoda;Goniatitida;318.1;20;Bashkortoceras
3090;Cephalopoda Bassleroceras;2196;3;2;4;Cephalopoda;Ellesmerocerida;490;5;Bassleroceras
3091;Cephalopoda Bathmoceras;8356;4;2;7;Cephalopoda;Ellesmerocerida;490;6;Bathmoceras
3092;Cephalopoda Becanites;0;2;1;2;Cephalopoda;Prolecanitida;360.7;17;Becanites
3093;Cephalopoda Belemnella;1503;5;1;5;Cephalopoda;Belemnitida;70.6;43;Belemnella
3094;Cephalopoda Belemnitella;8792;30;3;55;Cephalopoda;Belemnitida;85.8;41;Belemnitella
3095;Cephalopoda Belemnites;8853;8;8;24;Cephalopoda;Belemnitida;183.7;32;Belemnites
3096;Cephalopoda Belemnopsis;12015;23;7;59;Cephalopoda;Belemnitida;183;32;Belemnopsis
3097;Cephalopoda Beloceras;13406;11;1;11;Cephalopoda;Agoniatitida;383.7;15;Beloceras
3098;Cephalopoda Beloitoceras;17240;15;2;24;Cephalopoda;Oncocerida;460.5;8;Beloitoceras
3099;Cephalopoda Belosaepia;8413;6;2;10;Cephalopoda;NA;55.8;45;Belosaepia
3100;Cephalopoda Belosepia;9556;4;2;6;Cephalopoda;Sepiida;55.8;45;Belosepia
3101;Cephalopoda Berriasella;19169;46;2;49;Cephalopoda;Ammonoidea;150.8;35;Berriasella
3102;Cephalopoda Beudanticeras;19010;60;4;67;Cephalopoda;Ammonoidea;125;38;Beudanticeras
3103;Cephalopoda Beyrichites;17197;16;1;16;Cephalopoda;Ceratitida;245;27;Beyrichites
3104;Cephalopoda Beyrichoceras;4077;7;2;8;Cephalopoda;Goniatitida;360.7;17;Beyrichoceras
3105;Cephalopoda Biarmiceras;0;2;2;3;Cephalopoda;Goniatitida;279.5;23;Biarmiceras
3106;Cephalopoda Bickmorites;1620;2;1;2;Cephalopoda;Barrandeocerida;449.5;9;Bickmorites
3107;Cephalopoda Bifoveoceras;0;2;1;2;Cephalopoda;Orthocerida;466;7;Bifoveoceras
3108;Cephalopoda Bilinguites;11935;13;1;13;Cephalopoda;Goniatitida;318.1;20;Bilinguites
3109;Cephalopoda Billingsites;3701;4;2;6;Cephalopoda;Ascocerida;460.5;8;Billingsites
3110;Cephalopoda Binatisphinctes;7199;5;1;5;Cephalopoda;Ammonoidea;164.7;34;Binatisphinctes
3111;Cephalopoda Bisatoceras;8665;8;2;9;Cephalopoda;Goniatitida;318.1;20;Bisatoceras
3112;Cephalopoda Bitaunioceras;10355;5;2;7;Cephalopoda;Orthocerida;279.5;23;Bitaunioceras
3113;Cephalopoda Blanfordiceras;5524;4;2;5;Cephalopoda;Ammonoidea;150.8;35;Blanfordiceras
